feature,ad__model6,pricing_pd__model6,pricing_lgd__model6,ad__model3,pricing_pd__model3,pricing_lgd__model3,ad__model4,pricing_pd__model4,pricing_lgd__model4,ad__model5,pricing_pd__model5,pricing_lgd__model5,ad__noPTImodel7,pricing_pd__noPTImodel7,pricing_lgd__noPTImodel7,eng,app,ln,tu,sum,description
of01s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Number of credit union trades
rt201s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,3.0,Highest balance of retail trades
rvlr62__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Flag indicating that the consumer revolved at least two times on at least one of his top 5 bankcards in the past 6 months
linkf052__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Number of inquiries within last 3 months STOREFRONT LENDER
rev232__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Aggregate Excess Payment for Revolving accounts over the past 3 months
linka077__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Total amount of paid non-sufficient funds in the last year
linka041__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Average number of days between checking account closures for cause
rvlr64__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Flag indicating that the consumer revolved at least four times on at least one of his top 5 bankcards in the past 6 months
linkf077__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,"Number of return, collection, and closed delinquent trade segments within last 12 months"
rvlr61__tu,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Flag indicating that the consumer revolved at least one time on at least one of his top 5 bankcards in the past 6 months
rvlr24__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Bankcard Revolver/Transactor/Inactive pattern for bankcard with fourth highest balance   - month 9 to16
linka069__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Number of paid non-sufficient funds in the last 3 months
inquiryauto12month__ln,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,1,0,3.0,Indicates subject has one or more LexisNexis auto financing credit inquiries on file in the last 12 months (multiple auto inquiries within a 14-day period are counted as one inquiry)
au31s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Percentage of open auto trades > 75% of credit line verified in past 12 months
assetpropsalepurchaseratio__ln,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,1,0,3.0,Ratio price comparison of subject's most recent property sale to its original purchase price based on real property ownership records on subject's file
linkf111__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Number of lenders / locations with inquiries within last 6 months
cvlst_s1__tu,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Credit Vision Link Short-Term Loan Risk Score (short-term loan)
linkf211__tu,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Total Good ACH amount in last 6 Months
bkc11__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Number of instances where a Bankcard trade was utilized more than 25% in the past 12 months
g221a__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Number of trades verified in the past 12 months that are currently 120 days past due
linkf122__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Number of trade segments within last 24 months
assetindexprimaryfactor__ln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,1,0,3.0,Indicates the primary factor behind the value returned for the AssetIndex attribute
linkf118__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of trade segments within last 6 months
bkc12__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of instances where a Bankcard trade was utilized more than 50% in the past 12 months
agg908__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Max aggregate bankcard balance over last 12 months
us28s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Total credit line of open unsecured installment trades verified in past 12 months
trv16__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of bankcard credit limit increases last 3 months
linkf195__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Age of oldest inquiry (days)
linkf055__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of lenders / locations with inquiries or trades all time STOREFRONT LENDER
linka016__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Number of paid checking account closures for cause in the last 5 years
rev326__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Average Total Open-to-Buy for Revolving accounts over the past 6 months
rt25s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of currently open and satisfactory retail trades 12 months or older
lm16s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Total credit line of mortgage trades with a government loan modification
cv01__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Months since most recent charge-off occurrence
st24s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of currently open and satisfactory student loan trades 6 months or older
derogcount12month__ln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,1,0,3.0,"Number of derogatory source records (criminal felony, criminal non-felony, lien, judgment, bankruptcy, and eviction) within the last 12 months on subject's file
NOTE: This attribute does not include sexual offender registry records"
addrcurrenttaxvalue__ln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,1,0,3.0,Indicates the most recent tax assessed value for the current address on subject's file
in02s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of open installment trades
of02s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of open credit union trades
linka061__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Total amount of open (unpaid) non-sufficient funds in the last 2 months
rtdex01__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,3.0,Annual year-over-year retail spend index
linkf007__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of NSF within last 9 months
fi03s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of currently satisfactory open finance installment trades
paymnt02__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of prepayments on installment loans last 12 months
g243b__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Number of bank inquiries (includes duplicates) in past 6 months
se36s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Months since most recent secured installment delinquency
rev83__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Months since a Revolving trade last exceeded 75% utilization
rvlr07__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Number of bankcard revolver trades over last month
hr03s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Number of currently satisfactory open home equity line of credit trades
all233__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Aggregate Excess Payment for All accounts over the past 6 months
paymnt05__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Total amount of prepayments on installment loans last 12 months
ret82__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Months since a Retail trade last exceeded 50% utilization
linkf138__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Number of distinct bank accounts within last 18 months
of06s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,3.0,Number of credit union trades opened in past 6 months
linkf099__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of satisfactory trades with an age of at least 3 months
bi21s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Months since most recent bank installment trade opened
linka078__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Total amount of paid non-sufficient funds in the last 2 years
aggs906__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Current credit limit of top-of-wallet bankcard (highest annual spend).
strvehicletype__app,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,1,0,0,3.0,Vehicle type
assetpropnewestmortgagetype__ln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,1,0,3.0,Mortgage type associated with the most recently recorded real property purchase based on real property ownership records on subject's file
criminalfelonytimenewest__ln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,1,0,3.0,Time (in months) since most recently recorded felony criminal conviction on subject's file
fi35s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Average balance of open finance installment trades verified in past 12 months
trv07__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,3.0,Number of non-mortgage balance decreases last month
rvlr26__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0.0,Bankcard Revolver/Transactor/Inactive pattern for bankcard with fifth highest balance   - month 1 to 8
rev102__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0.0,Number of months in the past 12 months where percentage of Revolving trades utilized less than 50% was more than 25%
of32s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0.0,Maximum balance owed on credit union trades verified in past 12 months
ssnsubjectcount__ln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,1,0,0.0,Total number of unique identities found on file with the input SSN 
hi36s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0.0,Months since most recent home equity loan delinquency
linka003__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0.0,"Number of other inquiries in the last 2 years.  
Inquiries that do not fall into the other specified categories (installment loan, secured loan, short-term installment loan, insurance, and other non-classified credit)"
linkf208__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0.0,Total Bad ACH amount in last 6 Months
fr03s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0.0,Number of currently satisfactory open finance revolving trades
in57s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0.0,Total past due amount of open installment trades verified in past 12 months
linkf048__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0.0,Total balance on open or collection trade segments ONLINE LENDER
linkf036__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0.0,Number of inquiries within last 1 month ONLINE LENDER
bc_trd__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0.0,Number of bankcard trades
bkc152__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0.0,Number of months in the past 12 months where percentage of Bankcard trades utilized more than 75% was more than 90%
br03s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0.0,Number of currently satisfactory open bank revolving trades
linka068__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0.0,Number of paid non-sufficient funds in the last 2 months
linkf078__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0.0,Number of trade segments opened within last 12 months
linkf089__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0.0,Number of inquiries within last 18 months
linka030__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0.0,Number of days since most recent checking account inquiry
fi25s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0.0,Number of currently open and satisfactory finance installment trades 12 months or older
total,527.0,527.0,527.0,397.0,397.0,397.0,439.0,439.0,439.0,648.0,648.0,648.0,519.0,519.0,519.0,3,16,112,635,6033.0,
