feature,suffix,feature_name,Description
linka032,__tu,linka032__tu,Number of paid non-sufficient funds in the last 3 years
linka081,__tu,linka081__tu,Number of days since last (most recent) paid non-sufficient funds
linka084,__tu,linka084__tu,Minimum days taken to pay a non-sufficient funds
linka085,__tu,linka085__tu,Maximum days taken to pay a non-sufficient funds
linka073,__tu,linka073__tu,Total amount of paid non-sufficient funds in the last month
linka074,__tu,linka074__tu,Total amount of paid non-sufficient funds in the last 2 months
linka075,__tu,linka075__tu,Total amount of paid non-sufficient funds in the last 3 months
linka076,__tu,linka076__tu,Total amount of paid non-sufficient funds in the last 6 months
linka077,__tu,linka077__tu,Total amount of paid non-sufficient funds in the last year
linka078,__tu,linka078__tu,Total amount of paid non-sufficient funds in the last 2 years
linka079,__tu,linka079__tu,Total amount of paid non-sufficient funds in the last 3 years
linka083,__tu,linka083__tu,Amount of largest paid non-sufficient funds (single check)
linkb004,__tu,linkb004__tu,Total assessed value of the parcel's land and improvement values as provided by the county or local taxing/assessment authority
linkb011,__tu,linkb011__tu,Most recently reported deed mortgage term based on recording date (in months and capped at 720)
linkb012,__tu,linkb012__tu,Presence of a foreclosure
linkc006,__tu,linkc006__tu,"Number of inquiries in the last 3 months.  
This includes payday, alternative auto finance, rent-to-own, and other financial services (consumer finance, furniture finance, credit cards, and title loans)"
linkc020,__tu,linkc020__tu,"Number of inquiries in the last 6 months.  
This includes payday, alternative auto finance, rent-to-own, and other financial services (consumer finance, furniture finance, credit cards, and title loans)"
linkc007,__tu,linkc007__tu,"Number of inquiries in the last 24 months.  
This includes payday, alternative auto finance, rent-to-own, and other financial services (consumer finance, furniture finance, credit cards, and title loans)"
linkc048,__tu,linkc048__tu,"Number of inquiries in the last 7 years.  
This includes payday, alternative auto finance, rent-to-own, and other financial services (consumer finance, furniture finance, credit cards, and title loans)"
linkc025,__tu,linkc025__tu,Number of inquiries for alternative auto financing in the last 3 months
linkc026,__tu,linkc026__tu,Number of inquiries for alternative auto financing in the last 6 months
linkc027,__tu,linkc027__tu,Number of inquiries for alternative auto financing in the last 9 months
linkc028,__tu,linkc028__tu,Number of inquiries for alternative auto financing in the last 12 months
linkc029,__tu,linkc029__tu,Number of inquiries for alternative auto financing in the last 24 months
linkc024,__tu,linkc024__tu,Number of inquiries for alternative auto financing in the last 7 years
linkc031,__tu,linkc031__tu,Number of payday loan inquiries in the last 3 months
linkc032,__tu,linkc032__tu,Number of payday loan inquiries in the last 6 months
linkc033,__tu,linkc033__tu,Number of payday loan inquiries in the last 9 months
linkc034,__tu,linkc034__tu,Number of payday loan inquiries in the last 12 months
linkc035,__tu,linkc035__tu,Number of payday loan inquiries in the last 24 months
linkc030,__tu,linkc030__tu,Number of payday loan inquiries in the last 7 years
linkc038,__tu,linkc038__tu,Number of rent-to-own inquiries in the last 3 months
linkc039,__tu,linkc039__tu,Number of rent-to-own inquiries in the last 6 months
linkc040,__tu,linkc040__tu,Number of rent-to-own inquiries in the last 9 months
linkc041,__tu,linkc041__tu,Number of rent-to-own inquiries in the last 12 months
linkc042,__tu,linkc042__tu,Number of rent-to-own inquiries in the last 24 months
linkc037,__tu,linkc037__tu,Number of rent-to-own inquiries in the last 7 years
linkc036,__tu,linkc036__tu,"Number of inquiries for other financial services (includes consumer finance, furniture finance, credit cards, and title loans) in the last 7 years"
linkc008,__tu,linkc008__tu,"Number of paid charge-offs in the last 3 months.  
This includes payday, alternative auto finance, rent-to-own, and other financial services (consumer finance, furniture finance, credit cards, and title loans)"
linkc009,__tu,linkc009__tu,"Number of paid charge-offs in the last 24 months.  
This includes payday, alternative auto finance, rent-to-own, and other financial services (consumer finance, furniture finance, credit cards, and title loans)"
linkc050,__tu,linkc050__tu,"Number of paid charge-offs in the last 7 years.  
This includes payday, alternative auto finance, rent-to-own, and other financial services (consumer finance, furniture finance, credit cards, and title loans)"
linkc012,__tu,linkc012__tu,Number of paid alternative auto finance charge-offs in the last 24 months
linkc011,__tu,linkc011__tu,Number of paid payday loan charge-offs in the last 24 months
linkc010,__tu,linkc010__tu,Number of paid rent-to-own charge-offs in the last 24 months
linkc043,__tu,linkc043__tu,"Number of unpaid charge-offs in the last 3 months.  
This includes payday, alternative auto finance, rent-to-own, and other financial services (consumer finance, furniture finance, credit cards, and title loans)"
linkc044,__tu,linkc044__tu,"Number of unpaid charge-offs in the last 6 months.  
This includes payday, alternative auto finance, rent-to-own, and other financial services (consumer finance, furniture finance, credit cards, and title loans)"
linkc045,__tu,linkc045__tu,"Number of unpaid charge-offs in the last 9 months.  
This includes payday, alternative auto finance, rent-to-own, and other financial services (consumer finance, furniture finance, credit cards, and title loans)"
linkc046,__tu,linkc046__tu,"Number of unpaid charge-offs in the last 12 months.  
This includes payday, alternative auto finance, rent-to-own, and other financial services (consumer finance, furniture finance, credit cards, and title loans)"
linkc047,__tu,linkc047__tu,"Number of unpaid charge-offs in the last 24 months.  
This includes payday, alternative auto finance, rent-to-own, and other financial services (consumer finance, furniture finance, credit cards, and title loans)"
linkc049,__tu,linkc049__tu,"Number of unpaid charge-offs in the last 7 years.  
This includes payday, alternative auto finance, rent-to-own, and other financial services (consumer finance, furniture finance, credit cards, and title loans)"
linkc005,__tu,linkc005__tu,Number of unpaid alternative auto finance charge-offs in the last 24 months
linkc004,__tu,linkc004__tu,Number of unpaid payday loan charge-offs in the last 24 months
linkc051,__tu,linkc051__tu,Number of unpaid rent-to-own charge-offs in the last 24 months
linkd001,__tu,linkd001__tu,"An address-level fraud indicator from the club and continuity data identifying: 
(a) high-order delivery points with 95% write-off rate (Flag = 1)
(b) reported fraudulent activity by one or more contributors (Flag = 1)
(c) address not associated with fraud in this database (Flag = 0)
(d) address not found in this database (Flag - missing)"
linkd004,__tu,linkd004__tu,"Number of continuity club enrollments within last 3 months 
(includes repeat enrollments in the same club)"
linkd014,__tu,linkd014__tu,Total dollar amount of transactions placed in the last 5 years
linkd008,__tu,linkd008__tu,Total number of days since the last payment was made
linkd002,__tu,linkd002__tu,Number of write-offs within the last 5 magazine subscriptions (includes renewals)
linkd003,__tu,linkd003__tu,"Number of write-offs within the last 5 continuity club (e.g., book sets delivered over time) and subscription transactions"
linkd005,__tu,linkd005__tu,Number of merchandise (non-publication goods) write-off transactions within the last 5 years
linkd009,__tu,linkd009__tu,Number of write-offs in the last 5 years of club/subscription transactions (orders or shipments)
linkd011,__tu,linkd011__tu,Number of club write-offs in the last 5 years
linkd010,__tu,linkd010__tu,Write-off percent:  total number of write-off club/subscription transactions within the last 5 years divided by total number of club/subscription transactions within the last 5 years
linkd013,__tu,linkd013__tu,Number of days since last club/subscription transaction write-off
linkd006,__tu,linkd006__tu,Number of single payment (order is for a single product with a single delivery and one invoice) write-off transactions within the last 5 years
linkd007,__tu,linkd007__tu,Total dollar amount sent to collections for club/subscriptions in the last 5 years
linkd012,__tu,linkd012__tu,Number of days since last club/subscription return
linkt001,__tu,linkt001__tu,Number of non-military addresses in last 7 years
linkt002,__tu,linkt002__tu,Number of months at current address
linkt003,__tu,linkt003__tu,Number of non-military non-corroborated addresses in past 12 months
linkt004,__tu,linkt004__tu,Number of non-military non-corroborated addresses in last 5 years
linkt006,__tu,linkt006__tu,Number of derogatory public records
linkt007,__tu,linkt007__tu,Months since most recent derogatory public record
linkt008,__tu,linkt008__tu,Number of public record bankruptcies in the last 24 months
linkt009,__tu,linkt009__tu,Number of tradeline bankruptcies
linkt010,__tu,linkt010__tu,Number of public record bankruptcies 
linkt011,__tu,linkt011__tu,Number of foreclosure trades
linkf001,__tu,linkf001__tu,Hit flag
linkf002,__tu,linkf002__tu,Number of NSF within last 12 months
linkf003,__tu,linkf003__tu,Number of NSF within last 18 months
linkf004,__tu,linkf004__tu,Number of NSF within last 24 months
linkf005,__tu,linkf005__tu,Number of NSF within last 3 months
linkf006,__tu,linkf006__tu,Number of NSF within last 6 months
linkf007,__tu,linkf007__tu,Number of NSF within last 9 months
linkf008,__tu,linkf008__tu,Amount of NSF within last 12 months
linkf009,__tu,linkf009__tu,Amount of NSF within last 18 months
linkf010,__tu,linkf010__tu,Amount of NSF within last 24 months
linkf011,__tu,linkf011__tu,Amount of NSF within last 3 months
linkf012,__tu,linkf012__tu,Amount of NSF within last 6 months
linkf013,__tu,linkf013__tu,Amount of NSF within last 9 months
linkf014,__tu,linkf014__tu,Amount of NSF within last 7 years
linkf015,__tu,linkf015__tu,Number of NSF within last 7 years
linkf016,__tu,linkf016__tu,Age of newest NSF on open and closed tradelines (months)
linkf017,__tu,linkf017__tu,Age of oldest NSF on open and closed tradelines (months)
linkf018,__tu,linkf018__tu,Number of satisfactory ACH transactions within last 12 months
linkf019,__tu,linkf019__tu,Number of satisfactory ACH transactions within last 18 months
linkf020,__tu,linkf020__tu,Number of satisfactory ACH transactions within last 24 months
linkf021,__tu,linkf021__tu,Number of satisfactory ACH transactions within last 3 months
linkf022,__tu,linkf022__tu,Number of satisfactory ACH transactions within last 6 months
linkf023,__tu,linkf023__tu,Number of satisfactory ACH transactions within last 9 months
linkf024,__tu,linkf024__tu,Amount of satisfactory ACH transactions within last 12 months
linkf025,__tu,linkf025__tu,Amount of satisfactory ACH transactions within last 18 months
linkf026,__tu,linkf026__tu,Amount of satisfactory ACH transactions within last 24 months
linkf027,__tu,linkf027__tu,Amount of satisfactory ACH transactions within last 3 months
linkf028,__tu,linkf028__tu,Amount of satisfactory ACH transactions within last 6 months
linkf029,__tu,linkf029__tu,Amount of satisfactory ACH transactions within last 9 months
linkf030,__tu,linkf030__tu,Amount of satisfactory ACH transactions within last 7 years
linkf031,__tu,linkf031__tu,Number of satisfactory ACH transactions within last 7 years
linkf032,__tu,linkf032__tu,Y / N indicator of lender-reported bankruptcy
